email,partner_name,event_type,literary,palce,city,type,title,body,start_date,start_time,end_date,end_time,,speaker,docs
info@tashkeell.sa,مقهى تشكيل,أمسية شعرية,الشعر,الرياض,الرياض,فعالية,غربة الشعراء,ليلة شعرية مع الشاعر العراقي عدنان الصائغ يُناقش بها أثر الغربة على الشاعر وتأثيره على الشعر وسيرته بين العراق ولندن,10/5/2023,8:00 PM,10/5/2023,10:00 PM,,عدنان الصائغ,https://drive.google.com/drive/folders/1eR8KynkvrS5xsB_gzYA9pFPxx441D4qn?usp=drive_link
info@tashkeell.sa,مقهى تشكيل,حلقة نقاشية,النثر الغير خيالي,الرياض,الرياض,فعالية,متى يجب علينا التوقف عن الكتابة!,فعالية للدكتورة وفاء عن الكتابة بشكل عام وأبرز التداعيات التي تلزم الكاتب بالتوقف عن الكتابة كمحطة توقف وتأن مع وضع الحلول للمعوقات التي تتطلب التوقف,10/10/2023,8:00 PM,10/10/2023,10:00 PM,,د.وفاء الرشيد,https://drive.google.com/drive/folders/1O3iPhvBM5SAhP6on3rWH9OKAN4J_sA5-?usp=drive_link
info@tashkeell.sa,مقهى تشكيل,حلقة نقاشية,ادب الأطفال واليافعين,الرياض,الرياض,فعالية,مشروع سدرة - التراث الوطني عبر أدب الطفل,تدشين مشروع سدرة الذي يعنى بأدب الطفل وإبراز التراث الوطني من خلال قصص الأطفال باللغتين العربية والإنجليزية والإعلان عن باكورة المجاميع القصصية التي ستصدر عن المشروع,10/12/2023,8:00 PM,10/12/2023,10:00 PM,,جود العقيل - تالا حضراوي,https://drive.google.com/drive/folders/1xaYBOmxsApOez4xQahAKEWfwx5gzvBP_?usp=drive_link
info@tashkeell.sa,مقهى تشكيل,جلسة حوارية,النثر الغير خيالي,الرياض,الرياض,فعالية,مشروع حد - في معنى أن نكتب,ندوة حول مشروع حد الفلسفي ومناقشة كتاب في معنى أن نكتب الذي شارك فيه نخبة من الأسماء في الوطن العربي من مهتمين ونقاد ومترجمين وأدباء,10/17/2023,8:00 PM,10/17/2023,10:00 PM,,مصطفى هيج,https://drive.google.com/drive/folders/1e4Zc3ScehJgORw1MZjIY4V01nMp9cbeG?usp=drive_link
info@tashkeell.sa,مقهى تشكيل,جلسة حوارية,الأدب المصور,الرياض,الرياض,فعالية,ثمة أمل,فعالية للروائية والناشطة اجتماعيا أمل الحربي للنقاش حول الأمل في تجربتها الأدبية وحياة الأدباء والحياة,10/19/2023,8:00 PM,10/19/2023,10:00 PM,,أمل الحربي,https://drive.google.com/drive/folders/132_-nVQlMaWvmf5YYccqzq7vR29d_Ppf?usp=drive_link
info@tashkeell.sa,مقهى تشكيل,جلسة حوارية,الشعر,الرياض,الرياض,فعالية,متلازمة القلق اللغوي,فعالية تستعرض تفاصيل اللغة من زوايا عديدة للدكتور والمختص بندر الغميز في متلازمة القلق اللغوي واستعراض المسببات مع طرح حلولها ومناقشتها بطرح نوعي وخاص جدًا.,10/23/2023,8:00 PM,10/23/2023,10:00 PM,,د. بندر الغميز,https://drive.google.com/drive/folders/1Xbmxr46v4A4egiB6xqnz8CEmlbtnAcyo?usp=drive_link
info@tashkeell.sa,مقهى تشكيل,جلسة حوارية,النثر الغير خيالي,الرياض,الرياض,فعالية,التوجه البيئي الإيكولوجي في الشعر العربي المعاصر,فعالية بالتزامن مع عام الشعر العربي تقدمها البروفيسورة: زهيدة درويش في التأثيرات الايكولوجية التي أثرت في شعرنا العربي المعاصر,10/28/2023,8:00 PM,10/28/2023,10:00 PM,,أ. د. زهيدة دريويش,https://drive.google.com/drive/folders/1RThSNuIGYWvW9kdgKK2dw0p7aj15d0Oc?usp=drive_link
info@tashkeell.sa,مقهى تشكيل,حلقة نقاشية,الشعر,الرياض,الرياض,مساهمة,وداعًا أبو غسان,مساهمة لاستعراض سيرة القاص الكبير الراحل محمد علي علوان وسيرته الأدبية,10/1/2023,8:00 PM,10/1/2023,10:00 PM,,,https://drive.google.com/drive/folders/1uFp2T-KHgO1Mfzo5h1qSqy6Y5Ru7RA7m?usp=drive_link
.harbi2@gmail.com,مقهى تمطر القهوة,حلقة نقاشية,ادب الأطفال واليافعين,المنطقة الشرقية,حفر الباطن,فعالية,مناقشة كتاب غراب اللغه العربي,أمسية شعرية بموضوعات متعددة وطنية اجتماعية وجدانية,9/23/2023,8:00 PM,9/23/2023,10:00 PM,,أحمد فهيد الشمري,https://www.instagram.com/reel/CxTOi0WICZB/?igshid=NTc4MTIwNjQ2YQ==
.harbi2@gmail.com,مقهى تمطر القهوة,جلسة حوارية,النثر الغير خيالي,المنطقة الشرقية,حفرالباطن,فعالية,جلسة شعرية,أمسية شعرية,9/28/2023,8:00 PM,9/28/2023,10:00 PM,,فهيد العديم,https://www.instagram.com/reel/CxlROa_I4CB/?igshid=NTc4MTIwNjQ2YQ==
.harbi2@gmail.com,مقهى تمطر القهوة,جلسة حوارية,الشعر,المنطقة الشرقية,حفر الباطن,فعالية,رؤية تعانق السماء,أمسية شعرية بموضوعات متعددة وطنية ،اجتماعية ،وجدانية,9/28/2023,8:00 PM,9/28/2023,10:00 PM,,سعد مقبل الثابتي,https://www.instagram.com/reel/Cx8lbJrIY6i/?igshid=NTc4MTIwNjQ2YQ==
.harbi2@gmail.com,مقهى تمطر القهوة,جلسة حوارية,النثر الغير خيالي,المنطقة الشرقية,حفر الباطن,فعالية,أثر اللغة في نشأة وتكوين الشخصية.,"مناقشة أثر اللغة المستخدمة للتواصل في تنشأة الطفل وتكوين شخصية الفرد وفق المحاور التالية: ما هي اللغة؟ وكيف نكتسبها؟
- كيف نفكر؟ ومن أين نكتسب أفكارنا؟
- مكونات الشخصية.
- أثر اللغة في تكوين الشخصية.",10/12/2023,8:00 PM,10/12/2023,10:00 PM,,منيرة بنت سعود الملحم,https://drive.google.com/drive/folders/1BV2hrpym94e4NHEip0ueKejrWCSsyRKA?usp=drive_link
.harbi2@gmail.com,مقهى تمطر القهوة,جلسة حوارية,الشعر,المنطقة الشرقية,حفر الباطن,فعالية,حكاية وبهجة,"لنقرأ قصة، ونرسم بسمة، ونحدث بصمة، ونعمل حرفة
سنقرأ في أدب طفل ساعة من حكاية
نتشارك الأحداث ونناقش التفاصيل ونكتسب الفائدة والمتعة، ثم نختم بنشاط بسيط نصنع فيه ذكريات جميلة لا تنسى.",10/19/2023,8:00 PM,10/19/2023,10:00 PM,,سهام بنت سعود الملحم,https://drive.google.com/drive/folders/15cqhKh8aXqV0aDVFABvlC2fhZ40vX1E7?usp=drive_link
waoem.m@gmail.com,مقهى جاذرينق,حلقة نقاشية,الدراسات,مكة المكرمة,جدة,فعالية,تجارب في السرد,تجارب في السرد,9/13/2023,8:00 PM,9/13/2023,10:00 PM,,صباح فارسي,https://drive.google.com/file/d/1p7G9gp1OhKn6Q1saYgNC7Uniaqgwjemh/view?usp=drivesdk
waoem.m@gmail.com,مقهى جاذرينق,ورشة عمل,ادب الأطفال و اليافعين,مكة المكرمة,جدة,فعالية,حكايا وبطل,حكايا وبطل,9/16/2023,8:00 PM,9/16/2023,10:00 PM,,مريم العلوي,https://drive.google.com/file/d/13b8nOZuFNCG95EHzitVR_-NkZrlByl0N/view?usp=drivesdk
waoem.m@gmail.com,مقهى جاذرينق,ورشة عمل,ادب الأطفال و اليافعين,مكة المكرمة,جدة,فعالية,نكتب لك شعراً يا وطني,نكتب لك شعراً يا وطني,9/21/2023,8:00 PM,9/21/2023,10:00 PM,,عبد العزيز الحارثي,https://drive.google.com/file/d/1SfUOMrlSDFqPSGlTk9-bJxFm8Vurwxm2/view?usp=drivesdk
waoem.m@gmail.com,مقهى جاذرينق,أمسية شعرية,الشعر,مكة المكرمة,جدة,فعالية,كيف توقظ الكتابة التي بداخلك,كيف توقظ الكتابة التي بداخلك,9/25/2023,8:00 PM,9/25/2023,10:00 PM,,د/ماجدة,https://drive.google.com/file/d/13sIU0LCqeVUt3scOil3DLexO8mENpujH/view?usp=drivesdk
waoem.m@gmail.com,مقهى جاذرينق,حلقة نقاشية,النثر الغير خيالي,مكة المكرمة,جدة,فعالية,مناقشة رواية عطر,مناقشة رواية عطر,9/27/2023,8:00 PM,9/27/2023,10:00 PM,,أ/وئام الحبشي,https://drive.google.com/file/d/1XjJo-OEbGPRIVGZ7M_FT2zRQN3LRHj9M/view?usp=drivesdk
waoem.m@gmail.com,مقهى جاذرينق,جلسة حوارية,النثر الغير خيالي,مكة المكرمة,جدة,فعالية,مناقشة أقلام,استضافة مجموعة الكتاب لمناقشة أفكار أعمالهم المقدمة ةفتح المجال للحضور للمناقشة,10/10/2023,8:00 PM,10/10/2023,10:00 PM,,ملتقى الادباء,https://drive.google.com/drive/folders/1PRw4Vb2tbk-XWCEdo59Ax19pnyyvAfEh?usp=drive_link
waoem.m@gmail.com,مقهى جاذرينق,حلقة نقاشية,النثر الغير خيالي,مكة المكرمة,جدة,فعالية,ادب العميان,بمناسبة يوم العصا البيضاء يسعدنا نقدم أمسية نتحدث فيها عن ادب العميان حيث,10/15/2023,8:00 PM,10/15/2023,10:00 PM,,محمد توفيق بلو,https://drive.google.com/drive/folders/1uyhUUI63v7bMkbTeHW3rkbW9YjryKxWH?usp=drive_link
waoem.m@gmail.com,مقهى جاذرينق,حلقة نقاشية,الشعر,مكة المكرمة,جدة,فعالية,إشكاليات السرد والكنابة العربية,"الكتابة والسرد.
- الكتابة العربية والهوية الثقافية.
- مشكلات الكتابة.
- الأجناس الأبداعية وأزمة السرد العربي.
- قراءات في أعمال أدبية.",10/16/2023,8:00 PM,10/16/2023,10:00 PM,,غسان علي عثمان,https://drive.google.com/drive/folders/19hdp02A-6ToRsn1d5LpoqP8t8jdHerZZ?usp=drive_link
waoem.m@gmail.com,مقهى جاذرينق,حلقة نقاشية,دراسات,مكة المكرمة,جدة,فعالية,مجلس الانس,"مجلس الأنس عبارة عن مقاطع أدبية شعرية و نثرية يقدمها أدباء على منصة الياسمين تتخللها مشاركات الجمهور بتبادل آراء ثقافية حول المقاطع المطروحة
موضوع الليلة سيكون حول الموشحات الأندلسية

يقدم الليلة ثلاث من الأدباء مقدم و شاعر و مغن
لمدة ساعة و نصف
ثم نسمع آراء و انطباع الجمهور",10/24/2023,8:00 PM,10/24/2023,10:00 PM,,مجلس الانس,https://drive.google.com/drive/folders/1ecorfGxOukjVeEDmY0frMQuZ0bfL6N4c?usp=drive_link
waoem.m@gmail.com,مقهى جاذرينق,حلقة نقاشية,النثر الغير خيالي,مكة المكرمة,جدة,فعالية,قراء الياسمين,مناقشة رواية الخمائي بطريقة فلسفية عن طريقة تقديم أسئلة فلسفية,10/30/2023,8:00 PM,10/30/2023,10:00 PM,,وئلم الحبشي,https://drive.google.com/drive/folders/1e6RL7iU2-w1ZQVEkIflVxn9hsVX5bDJT?usp=drive_link
waoem.m@gmail.com,مقهى جاذرينق,حلقة نقاشية,الشعر,مكة المكرمة,جدة,مساهمة,بمناسبة شهر أكتوبر شهر المراءة ابيات شعرية تخص المراءة تلصق على اكواب القهوة,بمناسبة شهر أكتوبر شهر المراءة ابيات شعرية تخص المراءة تلصق على اكواب القهوة,10/5/2023,8:00 PM,10/5/2023,10:00 PM,,-,https://drive.google.com/drive/folders/1L0JQxsVqg55_SvQzeabBu0_3noD2NcCv?usp=drive_link
waoem.m@gmail.com,مقهى جاذرينق,حلقة نقاشية,دراسات,مكة المكرمة,جدة,مساهمة,تفعيل ركن بيع الكتب اللقاءات المقدمة,تفعيل ركن بيع الكتب اللقاءات المقدمة,10/7/2023,8:00 PM,10/7/2023,10:00 PM,,-,https://drive.google.com/drive/folders/12_ot_W0br4snS7W728ngIIOB8kQwhp3i?usp=drive_link
al.mahraculturalsalon@gmail.com,مقهى جلوريال,حلقة نقاشية,النثر الغير خيالي,مكة المكرمة,جدة,فعالية,نهر الشعر ودلاء الناقد : نصوص شعرية وحكايات نقدية,أنا شاعر فلماذا أصبحت ناقدا ــ أسئلة اللغة حين يطرحها الشعر ــ فتنة القصيدة وبساط المجاز السحري ــ نقطة الأفق بين الشعر والنقد,10/23/2023,8:00 PM,10/23/2023,10:00 PM,,أ.د. عادل خميس الزهراني,https://drive.google.com/drive/folders/17LpxL7mfSmERR_UnrYyLRShF0TTQxyLV?usp=drive_link
jim.coffeehouse@gmail.com,مقهى جيم بيت القهوة,حلقة نقاشية,دراسات,المنطقة الشرقية,الاحساء,مساهمة,عام الشعر العربي,-,9/18/2023,8:00 PM,9/18/2023,10:00 PM,,-,https://x.com/jimcoffeehouse/status/1704189044689682497?s=46&t=9U4giWbs32aDiZiyRiIl7A
jim.coffeehouse@gmail.com,مقهى جيم بيت القهوة,حلقة نقاشية,النثر الغير خيالي,المنطقة الشرقية,الاحساء,مساهمة,اليوم الوطني السعودي,-,9/23/2023,8:00 PM,9/23/2023,10:00 PM,,-,https://drive.google.com/drive/folders/1YezQOzUmoq1wLIJl-P3yIx9GHTnZNyUw?usp=sharing
jim.coffeehouse@gmail.com,مقهى جيم بيت القهوة,حلقة نقاشية,النثر الغير خيالي,المنطقة الشرقية,الاحساء,مساهمة,مكتبة الكتب,-,9/1/2023,8:00 PM,9/1/2023,10:00 PM,,-,https://drive.google.com/drive/folders/1YezQOzUmoq1wLIJl-P3yIx9GHTnZNyUw?usp=sharing
jim.coffeehouse@gmail.com,مقهى جيم بيت القهوة,حلقة نقاشية,دراسات,المنطقة الشرقية,الاحساء,فعالية,اقرأ,فعالية عن أهمية القراءة ومناقشة لانواع الادب المختلفة.,10/23/2023,8:00 PM,10/23/2023,10:00 PM,,عبدالرحمن الملا,https://drive.google.com/drive/folders/19MnJXIkd0xehuUxCd-G4KQq-Lo0yHDTr?usp=drive_link
jim.coffeehouse@gmail.com,مقهى جيم بيت القهوة,حلقة نقاشية,النثر الغير خيالي,المنطقة الشرقية,الاحساء,فعالية,فن الرواية,اليات الكتابة، عوامل الكتاب الناجح، حوار حول رواية اوسكار فرانسيس في لوس انجليس,10/25/2023,8:00 PM,10/25/2023,10:00 PM,,مروان المبيريك,https://drive.google.com/drive/folders/1xNitYZLIae4PvOj7S9l2DlWcrQcC9LqQ?usp=drive_link
